pathECMWF,leadTime,year,month,day
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-09-05.npy,42,2013,9,5
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-06-27.npy,21,2020,6,27
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-06-02.npy,30,2017,6,2
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-07-07.npy,7,2018,7,7
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-06-13.npy,30,2016,6,13
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-06-27.npy,41,2021,6,27
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-07-18.npy,39,2021,7,18
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-08-04.npy,46,2019,8,4
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-07-28.npy,11,2016,7,28
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-09-05.npy,7,2015,9,5
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-08-15.npy,46,2018,8,15
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-06-23.npy,11,2011,6,23
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-06-23.npy,13,2018,6,23
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-09-05.npy,38,2019,9,5
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-06-30.npy,41,2020,6,30
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-07-28.npy,31,2014,7,28
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-09-22.npy,34,2021,9,22
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-08-25.npy,32,2020,8,25
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-07-18.npy,16,2012,7,18
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-06-16.npy,37,2010,6,16
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-09-19.npy,8,2015,9,19
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-06-09.npy,35,2012,6,9
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-06-27.npy,27,2017,6,27
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-09-15.npy,17,2010,9,15
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-07-14.npy,13,2018,7,14
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-06-20.npy,37,2011,6,20
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-09-05.npy,23,2020,9,5
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-09-29.npy,25,2012,9,29
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-07-04.npy,16,2018,7,4
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-07-07.npy,16,2019,7,7
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-09-19.npy,10,2011,9,19
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-06-30.npy,41,2018,6,30
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-06-20.npy,13,2019,6,20
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-08-18.npy,14,2014,8,18
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-06-23.npy,45,2013,6,23
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-09-22.npy,38,2020,9,22
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-09-29.npy,41,2013,9,29
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-06-06.npy,29,2012,6,6
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-08-08.npy,44,2021,8,8
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-07-28.npy,22,2017,7,28
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-08-15.npy,27,2014,8,15
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-08-18.npy,17,2016,8,18
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-09-26.npy,26,2019,9,26
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-07-28.npy,38,2012,7,28
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-09-19.npy,36,2017,9,19
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-07-28.npy,43,2010,7,28
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-09-08.npy,46,2013,9,8
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-09-19.npy,7,2018,9,19
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-09-26.npy,45,2010,9,26
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-06-13.npy,44,2010,6,13
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-06-30.npy,19,2020,6,30
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-06-02.npy,27,2014,6,2
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-07-28.npy,17,2012,7,28
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-07-14.npy,23,2013,7,14
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-09-22.npy,26,2013,9,22
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-07-25.npy,9,2015,7,25
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-08-22.npy,12,2017,8,22
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-09-26.npy,21,2019,9,26
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-07-14.npy,18,2017,7,14
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-07-07.npy,19,2014,7,7
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-07-04.npy,40,2014,7,4
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-08-04.npy,40,2015,8,4
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-06-20.npy,38,2015,6,20
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-06-02.npy,34,2012,6,2
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-06-27.npy,44,2018,6,27
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-07-04.npy,30,2013,7,4
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-06-02.npy,23,2020,6,2
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-09-26.npy,16,2014,9,26
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-08-01.npy,32,2016,8,1
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-09-15.npy,8,2011,9,15
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-09-26.npy,17,2014,9,26
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-09-01.npy,17,2015,9,1
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-09-29.npy,18,2014,9,29
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-08-04.npy,25,2016,8,4
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-07-14.npy,31,2012,7,14
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-07-04.npy,13,2017,7,4
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-08-22.npy,10,2017,8,22
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-09-01.npy,20,2019,9,1
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-07-21.npy,38,2015,7,21
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-06-16.npy,37,2012,6,16
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-07-21.npy,37,2010,7,21
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-06-02.npy,46,2010,6,2
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-08-08.npy,41,2014,8,8
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-07-07.npy,37,2014,7,7
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-06-27.npy,35,2013,6,27
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-08-25.npy,33,2020,8,25
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-08-25.npy,22,2015,8,25
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-06-23.npy,27,2012,6,23
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-06-27.npy,44,2011,6,27
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-07-18.npy,27,2020,7,18
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-07-14.npy,30,2014,7,14
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-09-12.npy,18,2014,9,12
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-09-29.npy,22,2020,9,29
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-06-20.npy,34,2021,6,20
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-07-04.npy,9,2013,7,4
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-08-04.npy,23,2017,8,4
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-08-11.npy,34,2015,8,11
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-09-12.npy,42,2010,9,12
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-07-25.npy,18,2011,7,25
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-07-14.npy,22,2016,7,14
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-09-15.npy,19,2016,9,15
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-06-13.npy,45,2020,6,13
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-08-04.npy,25,2011,8,4
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-07-25.npy,35,2014,7,25
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-09-19.npy,39,2010,9,19
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-09-08.npy,11,2021,9,8
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-08-01.npy,24,2015,8,1
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-09-19.npy,38,2013,9,19
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-08-29.npy,29,2011,8,29
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-06-20.npy,16,2018,6,20
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-09-05.npy,26,2013,9,5
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-09-19.npy,24,2011,9,19
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-08-11.npy,34,2014,8,11
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-07-18.npy,32,2017,7,18
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-07-11.npy,39,2010,7,11
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-06-23.npy,43,2014,6,23
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-07-28.npy,12,2020,7,28
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-07-07.npy,15,2011,7,7
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-08-04.npy,12,2013,8,4
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-06-20.npy,14,2018,6,20
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-09-05.npy,13,2016,9,5
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-06-27.npy,43,2021,6,27
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-06-02.npy,43,2010,6,2
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-06-30.npy,34,2018,6,30
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-06-06.npy,42,2014,6,6
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-09-29.npy,26,2019,9,29
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-09-22.npy,38,2011,9,22
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-07-21.npy,45,2011,7,21
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-06-30.npy,26,2013,6,30
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-08-22.npy,32,2011,8,22
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-06-27.npy,35,2018,6,27
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-07-25.npy,28,2011,7,25
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-07-14.npy,27,2020,7,14
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-08-11.npy,13,2019,8,11
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-08-08.npy,8,2011,8,8
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-06-27.npy,27,2021,6,27
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-09-12.npy,36,2020,9,12
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-09-29.npy,23,2015,9,29
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-07-11.npy,36,2016,7,11
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-08-11.npy,30,2020,8,11
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-06-13.npy,33,2017,6,13
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-07-11.npy,27,2015,7,11
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-08-29.npy,40,2016,8,29
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-08-08.npy,21,2017,8,8
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-07-14.npy,10,2018,7,14
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-06-09.npy,19,2012,6,9
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-06-30.npy,45,2014,6,30
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-06-27.npy,12,2011,6,27
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-06-27.npy,32,2018,6,27
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-06-30.npy,42,2012,6,30
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-06-27.npy,22,2010,6,27
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-06-27.npy,35,2011,6,27
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-09-29.npy,30,2016,9,29
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-06-20.npy,34,2012,6,20
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-09-26.npy,46,2020,9,26
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-07-04.npy,8,2019,7,4
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-09-12.npy,20,2012,9,12
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-06-02.npy,17,2015,6,2
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-09-19.npy,10,2018,9,19
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-07-14.npy,45,2011,7,14
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-07-04.npy,34,2020,7,4
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-09-22.npy,35,2010,9,22
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-08-01.npy,38,2017,8,1
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-06-13.npy,37,2015,6,13
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-06-16.npy,7,2020,6,16
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-06-27.npy,22,2013,6,27
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-08-29.npy,14,2010,8,29
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-08-04.npy,46,2010,8,4
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-09-01.npy,27,2011,9,1
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-09-12.npy,34,2021,9,12
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-07-14.npy,34,2019,7,14
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-07-25.npy,10,2019,7,25
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-09-05.npy,32,2017,9,5
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-08-25.npy,15,2014,8,25
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-06-06.npy,11,2010,6,6
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-09-26.npy,22,2011,9,26
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-09-19.npy,44,2010,9,19
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-07-21.npy,38,2012,7,21
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-08-22.npy,26,2020,8,22
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-09-29.npy,42,2010,9,29
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-06-20.npy,7,2016,6,20
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-06-09.npy,17,2017,6,9
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-08-04.npy,26,2019,8,4
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-09-22.npy,20,2011,9,22
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-07-18.npy,22,2010,7,18
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-07-07.npy,34,2021,7,7
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-08-22.npy,42,2014,8,22
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-06-16.npy,30,2019,6,16
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-08-25.npy,38,2014,8,25
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-08-01.npy,19,2014,8,1
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-08-22.npy,41,2020,8,22
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-06-30.npy,11,2020,6,30
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-06-06.npy,45,2015,6,6
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-08-25.npy,8,2021,8,25
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-07-07.npy,39,2015,7,7
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-08-18.npy,39,2019,8,18
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-08-01.npy,22,2011,8,1
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-06-06.npy,25,2016,6,6
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-07-14.npy,12,2021,7,14
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-08-25.npy,44,2020,8,25
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-09-26.npy,15,2010,9,26
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-09-29.npy,28,2019,9,29
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-08-08.npy,41,2011,8,8
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-08-08.npy,29,2012,8,8
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-08-04.npy,8,2019,8,4
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-09-29.npy,36,2015,9,29
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-08-15.npy,42,2014,8,15
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-06-20.npy,17,2019,6,20
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-08-22.npy,19,2016,8,22
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-06-16.npy,16,2020,6,16
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-08-08.npy,32,2016,8,8
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-07-28.npy,26,2010,7,28
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-08-08.npy,29,2019,8,8
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-06-09.npy,42,2017,6,9
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-08-15.npy,41,2012,8,15
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-07-28.npy,11,2014,7,28
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-07-07.npy,26,2010,7,7
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-07-18.npy,30,2015,7,18
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-07-28.npy,18,2013,7,28
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-06-16.npy,31,2018,6,16
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-06-02.npy,45,2017,6,2
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-06-13.npy,23,2012,6,13
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-09-05.npy,12,2016,9,5
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-09-12.npy,30,2012,9,12
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-09-26.npy,14,2021,9,26
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-06-09.npy,16,2020,6,9
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-06-06.npy,27,2016,6,6
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-07-14.npy,9,2020,7,14
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-06-09.npy,35,2015,6,9
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-09-22.npy,15,2014,9,22
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-08-22.npy,43,2014,8,22
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-06-20.npy,14,2013,6,20
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-09-12.npy,43,2011,9,12
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-06-27.npy,14,2013,6,27
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-08-01.npy,16,2015,8,1
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-07-18.npy,37,2020,7,18
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-07-14.npy,32,2019,7,14
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-08-15.npy,12,2016,8,15
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-09-08.npy,32,2010,9,8
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-07-18.npy,43,2020,7,18
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-07-11.npy,26,2014,7,11
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-09-26.npy,9,2016,9,26
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-09-15.npy,8,2021,9,15
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-09-08.npy,22,2017,9,8
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-07-11.npy,7,2013,7,11
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-07-18.npy,37,2016,7,18
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-07-25.npy,22,2010,7,25
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-06-27.npy,15,2013,6,27
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-06-09.npy,18,2018,6,9
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-07-25.npy,32,2020,7,25
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-09-22.npy,8,2021,9,22
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-08-04.npy,21,2015,8,4
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-09-22.npy,41,2012,9,22
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-07-18.npy,44,2017,7,18
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-07-14.npy,32,2016,7,14
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-08-29.npy,18,2016,8,29
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-08-01.npy,29,2012,8,1
/mnt/disk1/env_data/S2S_0.125/nparr_reg_1/Step24h/2022-07-11.npy,40,2011,7,11
